Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Action Set Size,Average Iteration Age of Action Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total GA Time,Total Evaluation Time
2987,0.92,0.5652928416485896,533,667,107,53,1710.0862068965516,0,0,0,0,0,62.110732078552246,0.8944287300109863,0.0010497570037841797,0.03244590759277344,0.0728154182434082,0.006895780563354492
2988,0.92,0.5652928416485896,533,667,153,82,1812.0430107526881,0,0,0,0,0,62.1115038394928,0.8949253559112549,0.0010502338409423828,0.03244590759277344,0.0728154182434082,0.006897926330566406
2989,0.92,0.5652928416485896,533,667,238,118,1778.7279411764705,0,0,0,0,0,62.112473011016846,0.895531177520752,0.001050710678100586,0.03244590759277344,0.0728154182434082,0.006900310516357422
2990,0.9,0.5652928416485896,533,667,101,47,1829.7222222222222,0,0,0,0,0,62.113131523132324,0.8960087299346924,0.0010509490966796875,0.03244590759277344,0.0728154182434082,0.0069026947021484375
2991,0.9,0.5652928416485896,533,667,267,131,1634.867549668874,0,0,0,0,0,62.114182472229004,0.8966491222381592,0.0010514259338378906,0.03244590759277344,0.0728154182434082,0.006905078887939453
2992,0.9,0.5652928416485896,533,667,207,98,1597.326923076923,0,0,0,0,0,62.11506247520447,0.8972146511077881,0.0010516643524169922,0.03244590759277344,0.0728154182434082,0.006907224655151367
2993,0.9,0.5652928416485896,533,667,246,120,1702.9191176470588,0,0,0,0,0,62.11606764793396,0.897831916809082,0.0010519027709960938,0.03244590759277344,0.0728154182434082,0.006909847259521484
2994,0.9,0.5652928416485896,533,667,259,138,1744.3164556962026,0,0,0,0,0,62.11711120605469,0.89845871925354,0.0010521411895751953,0.03244590759277344,0.0728154182434082,0.006912708282470703
2995,0.9,0.5652928416485896,533,667,247,123,1689.6402877697842,0,0,0,0,0,62.11810040473938,0.899071216583252,0.0010526180267333984,0.03244590759277344,0.0728154182434082,0.00691533088684082
2996,0.9,0.5652928416485896,533,667,108,41,1782.1132075471698,0,0,0,0,0,62.11872410774231,0.899547815322876,0.0010530948638916016,0.03244590759277344,0.0728154182434082,0.0069179534912109375
2997,0.9,0.5652928416485896,533,667,145,70,1889.2621359223301,0,0,0,0,0,62.11943578720093,0.9000449180603027,0.0010533332824707031,0.03244590759277344,0.0728154182434082,0.006920337677001953
2998,0.9,0.5652928416485896,535,669,272,139,1742.2911392405063,0,0,1,0,0,62.12086629867554,0.9006617069244385,0.0010535717010498047,0.032674312591552734,0.07295417785644531,0.006922483444213867
2999,0.9,0.5730941704035878,535,669,225,118,1699.8625954198474,0,0,0,0,0,62.12182807922363,0.9012618064880371,0.0010538101196289062,0.032674312591552734,0.07295417785644531,0.006925344467163086
3000,0.9,0.5730941704035878,535,669,261,125,1616.5405405405406,0,0,0,0,0,62.122966289520264,0.9018669128417969,0.0010540485382080078,0.032674312591552734,0.07295417785644531,0.007037162780761719
3001,0.9,0.5730941704035878,535,669,184,74,1804.2252252252251,0,0,0,0,0,62.12375044822693,0.902400016784668,0.0010542869567871094,0.032674312591552734,0.07295417785644531,0.0070400238037109375
3002,0.9,0.5730941704035878,535,669,258,131,1719.953642384106,0,0,0,0,0,62.12478566169739,0.9030110836029053,0.0010547637939453125,0.032674312591552734,0.07295417785644531,0.0070455074310302734
3003,0.9,0.5730941704035878,535,669,226,125,1681.4214285714286,0,0,0,0,0,62.125797271728516,0.9036300182342529,0.0010552406311035156,0.032674312591552734,0.07295417785644531,0.007047891616821289
3004,0.92,0.5730941704035878,535,669,108,54,1681.0,0,0,0,0,0,62.12645745277405,0.9041168689727783,0.0010557174682617188,0.032674312591552734,0.07295417785644531,0.007050514221191406
3005,0.92,0.5730941704035878,535,669,116,53,1563.7857142857142,0,0,0,0,0,62.127084493637085,0.9045729637145996,0.0010559558868408203,0.032674312591552734,0.07295417785644531,0.007052898406982422
3006,0.92,0.5730941704035878,536,671,176,99,1848.2429906542056,0,0,1,0,0,62.12819457054138,0.905083179473877,0.0010564327239990234,0.03287839889526367,0.07304501533508301,0.0070552825927734375
3007,0.92,0.5730941704035878,536,671,267,130,1697.0748299319728,0,0,0,0,0,62.12925839424133,0.9057168960571289,0.0010569095611572266,0.03287839889526367,0.07304501533508301,0.007057666778564453
3008,0.92,0.5730941704035878,538,673,97,55,1668.1323529411766,0,1,0,0,0,62.13025140762329,0.9061846733093262,0.0010573863983154297,0.03310990333557129,0.07314610481262207,0.00706028938293457
3009,0.92,0.5730941704035878,538,673,102,51,1859.28125,0,0,0,0,0,62.1309130191803,0.9066615104675293,0.0010578632354736328,0.03310990333557129,0.07314610481262207,0.0070629119873046875
3010,0.92,0.5730941704035878,538,673,213,109,1737.9310344827586,0,0,0,0,0,62.1318519115448,0.9072301387786865,0.001058340072631836,0.03310990333557129,0.07314610481262207,0.0070650577545166016
3011,0.92,0.5730941704035878,538,673,229,125,1721.1438848920864,0,0,0,0,0,62.13283038139343,0.907829761505127,0.001058816909790039,0.03310990333557129,0.07314610481262207,0.007067441940307617
3012,0.92,0.5730941704035878,539,675,142,78,1472.1734693877552,0,0,1,0,0,62.13389182090759,0.9083652496337891,0.0010590553283691406,0.03328824043273926,0.07323002815246582,0.007069826126098633
3013,0.92,0.5730941704035878,539,675,269,142,1755.0802469135801,0,0,0,0,0,62.13494062423706,0.9089810848236084,0.0010592937469482422,0.03328824043273926,0.07323002815246582,0.00707244873046875
3014,0.92,0.5730941704035878,541,677,249,121,1666.7222222222222,0,1,1,0,0,62.136290311813354,0.9095678329467773,0.0010597705841064453,0.03352093696594238,0.07337331771850586,0.007074832916259766
3015,0.92,0.5730941704035878,541,677,260,128,1630.6381578947369,0,0,0,0,0,62.137330055236816,0.9101800918579102,0.0010602474212646484,0.03352093696594238,0.07337331771850586,0.007077693939208984
3016,0.92,0.5730941704035878,541,677,147,87,1688.8333333333333,0,0,0,0,0,62.13816833496094,0.9107251167297363,0.00106048583984375,0.03352093696594238,0.07337331771850586,0.0070803165435791016
3017,0.92,0.5730941704035878,541,677,119,43,1673.878787878788,0,0,0,0,0,62.1388418674469,0.9112200736999512,0.0010607242584228516,0.03352093696594238,0.07337331771850586,0.007082700729370117
3018,0.92,0.5730941704035878,541,677,187,72,1805.2385321100917,0,0,0,0,0,62.13967227935791,0.9117791652679443,0.0010609626770019531,0.03352093696594238,0.07337331771850586,0.007085084915161133
3019,0.92,0.5730941704035878,541,677,120,52,1778.8933333333334,0,0,0,0,0,62.14039993286133,0.9122509956359863,0.0010612010955810547,0.03352093696594238,0.07344698905944824,0.0070874691009521484
3020,0.92,0.5730941704035878,541,677,168,90,1835.719298245614,0,0,0,0,0,62.141313552856445,0.9127600193023682,0.0010616779327392578,0.03352093696594238,0.0735330581665039,0.007089853286743164
3021,0.92,0.5730941704035878,541,677,120,61,1588.2835820895523,0,0,0,0,0,62.14204216003418,0.913276195526123,0.001062154769897461,0.03352093696594238,0.0735330581665039,0.00709223747253418
3022,0.92,0.5730941704035878,541,677,154,46,1729.0,0,0,0,0,0,62.1427538394928,0.9137985706329346,0.001062631607055664,0.03352093696594238,0.0735330581665039,0.007094621658325195
3023,0.92,0.5730941704035878,541,677,193,90,1585.8144329896907,0,0,0,0,0,62.143627405166626,0.914365291595459,0.0010628700256347656,0.03352093696594238,0.0735330581665039,0.007096767425537109
3024,0.92,0.5730941704035878,541,677,148,87,1529.7254901960785,0,0,0,0,0,62.14443802833557,0.9149038791656494,0.0010633468627929688,0.03352093696594238,0.0735330581665039,0.0070993900299072266
3025,0.92,0.5730941704035878,541,677,262,140,1755.53125,0,0,0,0,0,62.14551854133606,0.915550708770752,0.0010638236999511719,0.03352093696594238,0.0735330581665039,0.007101535797119141
3026,0.92,0.5730941704035878,541,677,153,59,1648.8045977011495,0,0,0,0,0,62.14628839492798,0.9161014556884766,0.001064300537109375,0.03352093696594238,0.0735330581665039,0.007104158401489258
3027,0.9,0.5730941704035878,541,677,182,100,1690.0740740740741,0,0,0,0,0,62.147167444229126,0.9166655540466309,0.0010647773742675781,0.03352093696594238,0.0735330581665039,0.007106304168701172
3028,0.9,0.5730941704035878,541,677,182,109,1685.373015873016,0,0,0,0,0,62.148051261901855,0.9171996116638184,0.0010652542114257812,0.03352093696594238,0.0735330581665039,0.0071086883544921875
3029,0.9,0.5730941704035878,541,677,138,71,1548.2179487179487,0,0,0,0,0,62.14880990982056,0.9177205562591553,0.0010654926300048828,0.03352093696594238,0.0735330581665039,0.007111072540283203
3030,0.9,0.5730941704035878,541,677,228,104,1695.1101694915253,0,0,0,0,0,62.149791955947876,0.9183471202850342,0.001065969467163086,0.03352093696594238,0.0735330581665039,0.007116556167602539
3031,0.9,0.5730941704035878,541,677,116,48,1594.5438596491229,0,0,0,0,0,62.150474548339844,0.9188599586486816,0.0010662078857421875,0.03352093696594238,0.0735330581665039,0.007119178771972656
3032,0.9,0.5730941704035878,541,677,256,133,1671.1118421052631,0,0,0,0,0,62.15150547027588,0.9194862842559814,0.0010666847229003906,0.03352093696594238,0.0735330581665039,0.007121562957763672
3033,0.9,0.5730941704035878,541,677,202,85,1773.370786516854,0,0,0,0,0,62.152339696884155,0.920032262802124,0.0010669231414794922,0.03352093696594238,0.0735330581665039,0.007123470306396484
3034,0.9,0.5730941704035878,541,677,240,136,1635.51875,0,0,0,0,0,62.15338897705078,0.920649528503418,0.0010671615600585938,0.03352093696594238,0.0735330581665039,0.0071258544921875
3035,0.9,0.5730941704035878,541,677,176,73,1822.3272727272727,0,0,0,0,0,62.154282093048096,0.9212055206298828,0.0010673999786376953,0.03352093696594238,0.07360482215881348,0.007128477096557617
3036,0.9,0.5730941704035878,541,677,231,122,1603.5,0,0,0,0,0,62.15523099899292,0.9217731952667236,0.0010678768157958984,0.03352093696594238,0.07360482215881348,0.007131099700927734
3037,0.9,0.5730941704035878,541,677,268,147,1673.2023121387283,0,0,0,0,0,62.15633273124695,0.922407865524292,0.001068115234375,0.03352093696594238,0.07360482215881348,0.0071332454681396484
3038,0.9,0.5730941704035878,541,677,224,100,1590.8454545454545,0,0,0,0,0,62.15726399421692,0.9230015277862549,0.0010683536529541016,0.03352093696594238,0.07360482215881348,0.007135629653930664
3039,0.9,0.5730941704035878,541,677,192,90,1826.79797979798,0,0,0,0,0,62.158137798309326,0.9235861301422119,0.0010688304901123047,0.03352093696594238,0.07360482215881348,0.007138252258300781
3040,0.9,0.5730941704035878,541,677,134,69,1894.0,0,0,0,0,0,62.158833742141724,0.9240624904632568,0.0010693073272705078,0.03352093696594238,0.07360482215881348,0.0071408748626708984
3041,0.9,0.5730941704035878,541,677,129,55,1513.5409836065573,0,0,0,0,0,62.159512758255005,0.9245593547821045,0.001069784164428711,0.03352093696594238,0.07360482215881348,0.007142782211303711
3042,0.9,0.5730941704035878,543,679,223,118,1593.2152777777778,0,1,0,0,0,62.160775899887085,0.9251155853271484,0.001070261001586914,0.03373408317565918,0.07372879981994629,0.0071451663970947266
3043,0.9,0.5730941704035878,543,679,196,90,1934.549019607843,0,0,0,0,0,62.16165494918823,0.9256978034973145,0.0010707378387451172,0.03373408317565918,0.07372879981994629,0.007147789001464844
3044,0.9,0.5730941704035878,543,679,101,57,1672.03125,0,0,0,0,0,62.16233825683594,0.9261960983276367,0.0010709762573242188,0.03373408317565918,0.07372879981994629,0.007150411605834961
3045,0.88,0.5730941704035878,543,679,179,83,1716.4148936170213,0,0,0,0,0,62.16314744949341,0.9267463684082031,0.0010716915130615234,0.03373408317565918,0.07372879981994629,0.007153034210205078
3046,0.88,0.5730941704035878,543,679,163,68,1989.4583333333333,0,0,0,0,0,62.16388726234436,0.9272634983062744,0.001071929931640625,0.03373408317565918,0.07372879981994629,0.007155418395996094
3047,0.88,0.5730941704035878,543,679,128,52,1936.474358974359,0,0,0,0,0,62.16457772254944,0.9277701377868652,0.0010724067687988281,0.03373408317565918,0.07372879981994629,0.007157564163208008
3048,0.88,0.5730941704035878,543,679,185,67,1878.2871287128712,0,0,0,0,0,62.165366888046265,0.9283096790313721,0.0010728836059570312,0.03373408317565918,0.07372879981994629,0.0071599483489990234
3049,0.88,0.5730941704035878,544,681,153,101,1739.7118644067796,0,0,1,0,0,62.16652774810791,0.9288220405578613,0.0010733604431152344,0.03395891189575195,0.07382726669311523,0.007162332534790039
3050,0.88,0.5730941704035878,544,681,151,59,1954.1348314606741,0,0,0,0,0,62.16721868515015,0.9293105602264404,0.001073598861694336,0.03395891189575195,0.07382726669311523,0.007164955139160156
3051,0.88,0.5730941704035878,544,681,193,109,1711.6504065040651,0,0,0,0,0,62.16812801361084,0.9298827648162842,0.0010738372802734375,0.03395891189575195,0.07382726669311523,0.0071675777435302734
3052,0.88,0.5730941704035878,546,683,258,130,1770.2614379084966,0,1,1,0,0,62.16953253746033,0.9304807186126709,0.001074075698852539,0.03419137001037598,0.07397031784057617,0.007169961929321289
3053,0.88,0.5730941704035878,546,683,277,136,1688.745341614907,0,0,0,0,0,62.17062067985535,0.9311387538909912,0.0010745525360107422,0.03419137001037598,0.07397031784057617,0.007172822952270508
3054,0.88,0.5730941704035878,546,683,264,127,1627.75,0,0,0,0,0,62.17166209220886,0.9317588806152344,0.0010750293731689453,0.03419137001037598,0.07397031784057617,0.0071752071380615234
3055,0.88,0.5730941704035878,546,683,123,47,1865.2054794520548,0,0,0,0,0,62.17237305641174,0.9322936534881592,0.0010755062103271484,0.03419137001037598,0.07397031784057617,0.007177591323852539
3056,0.88,0.5730941704035878,546,683,201,109,1902.0162601626016,0,0,0,0,0,62.1733136177063,0.9328782558441162,0.00107574462890625,0.03419137001037598,0.07397031784057617,0.007179975509643555
3057,0.88,0.5730941704035878,546,683,271,137,1749.1910828025477,0,0,0,0,0,62.174434185028076,0.9335169792175293,0.0010759830474853516,0.03419137001037598,0.07397031784057617,0.0071828365325927734
3058,0.88,0.5730941704035878,546,683,160,85,1834.5833333333333,0,0,0,0,0,62.17522072792053,0.9340379238128662,0.0010762214660644531,0.03419137001037598,0.07397031784057617,0.007185459136962891
3059,0.88,0.5730941704035878,546,683,278,132,1717.7987012987012,0,0,0,0,0,62.17627263069153,0.9346749782562256,0.0010766983032226562,0.03419137001037598,0.07397031784057617,0.007187843322753906
3060,0.88,0.5730941704035878,546,683,232,121,1577.2585034013605,0,0,0,0,0,62.17724967002869,0.9352490901947021,0.0010769367218017578,0.03419137001037598,0.07397031784057617,0.00718998908996582
3061,0.88,0.5730941704035878,546,683,135,75,1636.9761904761904,0,0,0,0,0,62.17800545692444,0.9357728958129883,0.001077413558959961,0.03419137001037598,0.07397031784057617,0.0071926116943359375
3062,0.88,0.5730941704035878,546,683,198,92,1762.7474747474748,0,0,0,0,0,62.178871870040894,0.9363462924957275,0.001077890396118164,0.03419137001037598,0.07397031784057617,0.007194995880126953
3063,0.88,0.5730941704035878,546,683,251,135,1625.2732919254659,0,0,0,0,0,62.17990565299988,0.9369642734527588,0.0010783672332763672,0.03419137001037598,0.07397031784057617,0.007197380065917969
3064,0.88,0.5730941704035878,546,683,193,91,1833.2708333333333,0,0,0,0,0,62.180835247039795,0.9375061988830566,0.0010786056518554688,0.03419137001037598,0.07406044006347656,0.007200002670288086
3065,0.86,0.5730941704035878,546,683,169,79,1994.2978723404256,0,0,0,0,0,62.18166422843933,0.9380743503570557,0.0010790824890136719,0.03419137001037598,0.07406044006347656,0.007202625274658203
3066,0.86,0.5730941704035878,546,683,161,86,1881.3469387755101,0,0,0,0,0,62.182454347610474,0.9386091232299805,0.0010793209075927734,0.03419137001037598,0.07406044006347656,0.00720524787902832
3067,0.86,0.5730941704035878,546,683,251,123,1762.1690140845071,0,0,0,0,0,62.183398962020874,0.9391903877258301,0.001079559326171875,0.03419137001037598,0.07406044006347656,0.0072078704833984375
3068,0.86,0.5730941704035878,546,683,156,68,1946.7714285714285,0,0,0,0,0,62.18411159515381,0.9396867752075195,0.0010800361633300781,0.03419137001037598,0.07406044006347656,0.0072100162506103516
3069,0.86,0.5730941704035878,548,685,241,136,1782.6455696202531,0,0,1,0,0,62.18547987937927,0.9402697086334229,0.0010802745819091797,0.03442955017089844,0.07417702674865723,0.007212400436401367
3070,0.86,0.5730941704035878,548,685,300,151,1778.6954022988505,0,0,0,0,0,62.18660068511963,0.9409279823303223,0.0010807514190673828,0.03442955017089844,0.07417702674865723,0.007215261459350586
3071,0.86,0.5730941704035878,548,685,281,140,1661.1490683229813,0,0,0,0,0,62.18764519691467,0.9415667057037354,0.001081228256225586,0.03442955017089844,0.07417702674865723,0.007218122482299805
3072,0.86,0.5730941704035878,550,687,212,105,1607.2460317460318,0,0,1,0,0,62.18895864486694,0.9421837329864502,0.0010814666748046875,0.03464627265930176,0.07430577278137207,0.00722050666809082
3073,0.86,0.5730941704035878,550,687,152,62,1797.2888888888888,0,0,0,0,0,62.189738750457764,0.9427328109741211,0.0010819435119628906,0.03464627265930176,0.07430577278137207,0.007223367691040039
3074,0.88,0.5730941704035878,550,687,138,58,1919.9666666666667,0,0,0,0,0,62.190444231033325,0.943248987197876,0.0010821819305419922,0.03464627265930176,0.07430577278137207,0.007225751876831055
3075,0.88,0.5730941704035878,550,687,218,122,1773.0869565217392,0,0,0,0,0,62.19145083427429,0.9438717365264893,0.0010826587677001953,0.03464627265930176,0.07430577278137207,0.007228374481201172
3076,0.88,0.5730941704035878,550,687,110,51,1665.8245614035088,0,0,0,0,0,62.192123889923096,0.9443607330322266,0.0010831356048583984,0.03464627265930176,0.07430577278137207,0.007230997085571289
3077,0.88,0.5730941704035878,552,689,177,93,1702.1132075471698,0,1,0,0,0,62.19330978393555,0.9448893070220947,0.0010836124420166016,0.03486466407775879,0.07443594932556152,0.007233381271362305
3078,0.88,0.5730941704035878,552,689,254,124,1803.9650349650349,0,0,0,0,0,62.19435000419617,0.9455249309539795,0.0010840892791748047,0.03486466407775879,0.07443594932556152,0.0072362422943115234
